0.0,1.0
5.0,1.0
10.0,2.0
38.0,2.0
43.0,1.0
51.0,1.0
56.0,2.0
57.0,2.0
62.0,1.0
63.0,1.0
68.0,2.0
69.0,2.0
74.0,1.0
75.0,1.0
80.0,2.0
81.0,2.0
86.0,1.0
90.0,1.0
95.0,2.0
99.0,2.0
104.0,1.0
112.0,1.0
117.0,2.0
121.0,2.0
126.0,1.0
129.0,1.0
134.0,2.0
137.0,2.0
142.0,1.0
143.0,1.0
148.0,2.0
155.0,2.0
160.0,1.0
177.0,1.0
182.0,2.0
191.0,2.0
196.0,1.0
202.0,1.0
207.0,4.0
210.0,4.0
215.0,2.0
223.0,2.0
228.0,1.0
229.0,1.0
234.0,4.0
235.0,4.0
240.0,1.0
246.0,1.0
251.0,2.0
260.0,2.0
265.0,1.0
271.0,1.0
276.0,2.0
277.0,2.0
282.0,1.0
288.0,1.0
293.0,2.0
297.0,2.0
302.0,1.0
306.0,1.0
311.0,2.0
317.0,2.0
322.0,1.0
325.0,1.0
330.0,2.0
334.0,2.0
339.0,1.0
343.0,1.0
348.0,2.0
354.0,2.0
359.0,1.0
362.0,1.0
367.0,2.0
371.0,2.0
376.0,1.0
380.0,1.0
385.0,2.0
392.0,2.0
397.0,1.0
401.0,1.0
406.0,2.0
407.0,2.0
412.0,1.0
418.0,1.0
423.0,2.0
429.0,2.0
434.0,1.0
440.0,1.0
445.0,2.0
446.0,2.0
451.0,1.0
455.0,1.0
460.0,2.0
468.0,2.0
473.0,1.0
479.0,1.0
484.0,2.0
485.0,2.0
490.0,1.0
492.0,1.0
497.0,2.0
504.0,2.0
509.0,4.0
510.0,4.0
515.0,1.0
520.0,1.0
525.0,2.0
527.0,2.0
532.0,1.0
533.0,1.0
538.0,2.0
544.0,2.0
549.0,1.0
556.0,1.0
561.0,4.0
562.0,4.0
567.0,2.0
575.0,2.0
580.0,4.0
581.0,4.0
586.0,2.0
588.0,2.0
593.0,1.0
596.0,1.0
601.0,3.0
602.0,3.0
607.0,2.0
613.0,2.0
618.0,1.0
619.0,1.0
624.0,2.0
628.0,2.0
633.0,1.0
634.0,1.0
639.0,4.0
640.0,4.0
645.0,2.0
651.0,2.0
656.0,4.0
657.0,4.0
662.0,1.0
663.0,1.0
668.0,2.0
673.0,2.0
678.0,4.0
679.0,4.0
684.0,2.0
688.0,2.0
693.0,4.0
694.0,4.0
699.0,1.0
700.0,1.0
705.0,2.0
711.0,2.0
716.0,1.0
717.0,1.0
722.0,2.0
726.0,2.0
731.0,4.0
734.0,4.0
739.0,1.0
740.0,1.0
745.0,2.0
758.0,2.0
763.0,1.0
764.0,1.0
769.0,2.0
775.0,2.0
780.0,4.0
781.0,4.0
786.0,1.0
787.0,1.0
792.0,2.0
798.0,2.0
803.0,4.0
804.0,4.0
809.0,2.0
815.0,2.0
820.0,4.0
821.0,4.0
826.0,1.0
827.0,1.0
832.0,2.0
838.0,2.0
843.0,4.0
844.0,4.0
849.0,2.0
855.0,2.0
860.0,1.0
861.0,1.0
866.0,2.0
874.0,2.0
879.0,3.0
880.0,3.0
885.0,2.0
890.0,2.0
895.0,1.0
899.0,1.0
904.0,2.0
912.0,2.0
917.0,1.0
919.0,1.0
924.0,2.0
929.0,2.0
934.0,1.0
935.0,1.0
940.0,4.0
941.0,4.0
946.0,2.0
950.0,2.0
955.0,1.0
956.0,1.0
961.0,2.0
967.0,2.0
972.0,1.0
976.0,1.0
981.0,2.0
998.0,2.0
1003.0,1.0
1007.0,1.0
1012.0,4.0
1013.0,4.0
1018.0,2.0
1019.0,2.0
1024.0,1.0
1025.0,1.0
1030.0,2.0
1043.0,2.0
1048.0,1.0
1049.0,1.0
1054.0,2.0
1061.0,2.0
1066.0,1.0
1068.0,1.0
1073.0,2.0
1081.0,2.0
1086.0,1.0
1089.0,1.0
1094.0,2.0
1096.0,2.0
1101.0,1.0
1105.0,1.0
1110.0,2.0
1119.0,2.0
1124.0,1.0
1125.0,1.0
1130.0,2.0
1137.0,2.0
1142.0,1.0
1143.0,1.0
1148.0,2.0
1155.0,2.0
1160.0,1.0
1161.0,1.0
1166.0,2.0
1172.0,2.0
1177.0,1.0
1180.0,1.0
1185.0,2.0
1191.0,2.0
1196.0,4.0
1197.0,4.0
1202.0,1.0
1203.0,1.0
1208.0,2.0
1209.0,2.0
1214.0,1.0
1215.0,1.0
1220.0,2.0
1233.0,2.0
1238.0,4.0
1239.0,4.0
1244.0,1.0
1245.0,1.0
1250.0,2.0
1256.0,2.0
1261.0,1.0
1262.0,1.0
1267.0,2.0
1273.0,2.0
1278.0,4.0
1279.0,4.0
1284.0,1.0
1285.0,1.0
1290.0,2.0
1298.0,2.0
1303.0,1.0
1304.0,1.0
1309.0,2.0
1314.0,2.0
1319.0,4.0
1321.0,4.0
1326.0,1.0
1331.0,1.0
1336.0,2.0
1344.0,2.0
1349.0,4.0
1354.0,4.0
1359.0,2.0
1360.0,2.0
1365.0,1.0
1370.0,1.0
1375.0,2.0
1382.0,2.0
1387.0,4.0
1388.0,4.0
1393.0,1.0
1394.0,1.0
1399.0,4.0
1400.0,4.0
1405.0,2.0
1406.0,2.0
1411.0,4.0
1412.0,4.0
1417.0,2.0
1424.0,2.0
1429.0,1.0
1435.0,1.0
1440.0,2.0
1448.0,2.0
1453.0,4.0
1454.0,4.0
1459.0,2.0
1464.0,2.0
1469.0,1.0
1474.0,1.0
1479.0,2.0
1485.0,2.0
1490.0,1.0
1491.0,1.0
1496.0,2.0
1503.0,2.0
1508.0,1.0
1511.0,1.0
1516.0,2.0
1523.0,2.0
1528.0,1.0
1529.0,1.0
1534.0,2.0
1540.0,2.0
1545.0,1.0
1548.0,1.0
1553.0,2.0
