0.0,1.0
4.0,1.0
9.0,3.0
10.0,3.0
15.0,1.0
16.0,1.0
21.0,3.0
33.0,3.0
38.0,1.0
60.0,1.0
65.0,3.0
66.0,3.0
71.0,1.0
79.0,1.0
84.0,2.0
85.0,2.0
90.0,1.0
91.0,1.0
96.0,3.0
97.0,3.0
102.0,1.0
107.0,1.0
112.0,2.0
116.0,2.0
121.0,1.0
146.0,1.0
151.0,2.0
152.0,2.0
157.0,1.0
158.0,1.0
163.0,2.0
164.0,2.0
169.0,1.0
174.0,1.0
179.0,2.0
180.0,2.0
185.0,3.0
186.0,3.0
191.0,2.0
192.0,2.0
197.0,3.0
198.0,3.0
203.0,4.0
204.0,4.0
209.0,1.0
214.0,1.0
219.0,2.0
220.0,2.0
225.0,1.0
226.0,1.0
231.0,2.0
236.0,2.0
241.0,1.0
247.0,1.0
252.0,2.0
253.0,2.0
258.0,1.0
265.0,1.0
270.0,2.0
271.0,2.0
276.0,1.0
278.0,1.0
283.0,2.0
287.0,2.0
292.0,1.0
296.0,1.0
301.0,3.0
306.0,3.0
311.0,2.0
312.0,2.0
317.0,1.0
322.0,1.0
327.0,2.0
328.0,2.0
333.0,1.0
338.0,1.0
343.0,2.0
344.0,2.0
349.0,1.0
360.0,1.0
365.0,3.0
366.0,3.0
371.0,1.0
375.0,1.0
380.0,2.0
381.0,2.0
386.0,1.0
394.0,1.0
399.0,2.0
400.0,2.0
405.0,1.0
410.0,1.0
415.0,2.0
416.0,2.0
421.0,1.0
427.0,1.0
432.0,2.0
436.0,2.0
441.0,1.0
442.0,1.0
447.0,2.0
452.0,2.0
457.0,1.0
461.0,1.0
466.0,2.0
467.0,2.0
472.0,3.0
473.0,3.0
478.0,2.0
479.0,2.0
484.0,1.0
493.0,1.0
498.0,2.0
500.0,2.0
505.0,1.0
506.0,1.0
511.0,2.0
512.0,2.0
517.0,1.0
522.0,1.0
527.0,2.0
528.0,2.0
533.0,1.0
538.0,1.0
543.0,2.0
544.0,2.0
549.0,1.0
553.0,1.0
558.0,2.0
564.0,2.0
569.0,1.0
574.0,1.0
579.0,2.0
583.0,2.0
588.0,1.0
593.0,1.0
598.0,2.0
603.0,2.0
608.0,1.0
611.0,1.0
616.0,2.0
620.0,2.0
625.0,3.0
626.0,3.0
631.0,1.0
633.0,1.0
638.0,2.0
639.0,2.0
644.0,1.0
649.0,1.0
654.0,2.0
655.0,2.0
660.0,1.0
667.0,1.0
672.0,2.0
678.0,2.0
683.0,1.0
685.0,1.0
690.0,2.0
691.0,2.0
696.0,1.0
697.0,1.0
702.0,2.0
710.0,2.0
715.0,1.0
720.0,1.0
725.0,2.0
731.0,2.0
736.0,1.0
737.0,1.0
742.0,2.0
744.0,2.0
749.0,1.0
753.0,1.0
758.0,2.0
763.0,2.0
768.0,1.0
774.0,1.0
779.0,2.0
780.0,2.0
785.0,1.0
788.0,1.0
793.0,3.0
794.0,3.0
799.0,2.0
800.0,2.0
805.0,1.0
812.0,1.0
817.0,2.0
818.0,2.0
823.0,1.0
824.0,1.0
829.0,2.0
830.0,2.0
835.0,1.0
844.0,1.0
849.0,2.0
850.0,2.0
855.0,1.0
859.0,1.0
864.0,2.0
869.0,2.0
874.0,1.0
875.0,1.0
880.0,2.0
886.0,2.0
891.0,1.0
899.0,1.0
904.0,2.0
905.0,2.0
910.0,1.0
924.0,1.0
929.0,2.0
933.0,2.0
938.0,1.0
939.0,1.0
944.0,2.0
949.0,2.0
954.0,1.0
959.0,1.0
964.0,2.0
965.0,2.0
970.0,1.0
976.0,1.0
981.0,2.0
982.0,2.0
987.0,1.0
988.0,1.0
993.0,3.0
994.0,3.0
999.0,2.0
1004.0,2.0
1009.0,1.0
1014.0,1.0
1019.0,2.0
1020.0,2.0
1025.0,1.0
1033.0,1.0
1038.0,2.0
1039.0,2.0
1044.0,1.0
1049.0,1.0
1054.0,2.0
1063.0,2.0
1068.0,1.0
1078.0,1.0
1083.0,2.0
1087.0,2.0
1092.0,1.0
1100.0,1.0
1105.0,2.0
1106.0,2.0
1111.0,1.0
1116.0,1.0
1121.0,2.0
1123.0,2.0
1128.0,1.0
1132.0,1.0
1137.0,2.0
1142.0,2.0
1147.0,1.0
1158.0,1.0
1163.0,2.0
1164.0,2.0
1169.0,1.0
1184.0,1.0
1189.0,2.0
1191.0,2.0
1196.0,1.0
1200.0,1.0
1205.0,2.0
1211.0,2.0
1216.0,1.0
1218.0,1.0
1223.0,2.0
1224.0,2.0
1229.0,1.0
1237.0,1.0
1242.0,2.0
1248.0,2.0
1253.0,1.0
1258.0,1.0
1263.0,2.0
1264.0,2.0
1269.0,1.0
1284.0,1.0
1289.0,2.0
1290.0,2.0
1295.0,1.0
1300.0,1.0
1305.0,2.0
1313.0,2.0
1318.0,1.0
1320.0,1.0
1325.0,2.0
1326.0,2.0
1331.0,1.0
1332.0,1.0
1337.0,2.0
1338.0,2.0
1343.0,1.0
1344.0,1.0
1349.0,2.0
1350.0,2.0
1355.0,1.0
1359.0,1.0
1364.0,2.0
1367.0,2.0
1372.0,1.0
1373.0,1.0
1378.0,2.0
1379.0,2.0
1384.0,1.0
1385.0,1.0
1390.0,2.0
1391.0,2.0
1396.0,1.0
1399.0,1.0
1404.0,2.0
1408.0,2.0
1413.0,1.0
1422.0,1.0
1427.0,2.0
1428.0,2.0
